icao24,origin_country,velocity,on_ground
a2cbdb,United States,209.55,False
801671,India,175.15,False
c01b6c,Canada,253.41,False
a9655c,United States,45.31,False
4acb41,Sweden,243.46,False
4acb45,Sweden,233.78,False
4acb44,Sweden,200.96,False
a4b294,United States,179.64,False
abc78c,United States,52.97,False
0d0ae8,Mexico,151.75,False
ae74e9,United States,24.38,False
4b187e,Switzerland,255.36,False
4845c0,Kingdom of the Netherlands,79.33,False
4b187f,Switzerland,176.48,False
3c65ac,Germany,268.49,False
4b187a,Switzerland,205.72,False
8a0418,Indonesia,259.06,False
8a0419,Indonesia,245.99,False
4b1885,Switzerland,207.77,False
4b1886,Switzerland,252.31,False
adb7ee,United States,119.92,False
3c65c2,Germany,95.8,False
e8020f,Chile,2.06,True
ae010e,United States,226.76,False
4acb59,Sweden,124.3,False
0d11cc,Mexico,263.0,False
4b1881,Switzerland,215.79,False
a0f4a2,United States,77.93,False
3b7b37,France,48.33,False
70801b,Lao People's Democratic Republic,66.88,False
ac1afa,United States,192.8,False
e8021a,Chile,163.77,False
80168c,India,123.91,False
3c5ee5,Germany,12.35,True
ae1479,United States,222.61,False
4bc8cf,Turkey,189.39,False
4bc8cd,Turkey,89.25,False
3c65d4,Germany,248.27,False
80168a,India,122.05,False
4bc8cb,Turkey,201.96,False
e8021d,Chile,193.4,False
4bc8cc,Turkey,203.51,False
4bc8ca,Turkey,216.34,False
3c65d1,Germany,238.02,False
a8f5ba,United States,41.91,False
3c65c7,Germany,219.28,False
3c65c4,Germany,213.6,False
3c65c9,Germany,204.55,False
e48be3,Brazil,165.2,False
3c65c8,Germany,70.96,False
a71295,United States,251.37,False
ad41ed,United States,230.11,False
a45b96,United States,204.34,False
3c5ef8,Germany,248.48,False
505dac,Slovakia,6.69,True
3c65ce,Germany,130.67,False
80169e,India,190.03,False
46b82a,Greece,250.21,False
a127bb,United States,196.52,False
0d11f9,Mexico,226.97,False
46b82b,Greece,252.41,False
3c5eed,Germany,206.44,False
46b82f,Greece,249.09,False
c0226c,Canada,245.44,False
3c65d5,Germany,66.08,False
86d6a4,Japan,268.12,False
44025c,Austria,134.74,False
478854,Norway,259.39,False
a7e8f9,United States,62.35,False
a41412,United States,199.76,False
851936,Japan,286.13,False
a33aa7,United States,226.33,False
440209,Austria,243.47,False
a58267,United States,166.28,False
ad8a85,United States,66.26,False
ae1481,United States,179.07,False
ac2f18,United States,190.71,False
a94b29,United States,95.41,False
a5f87d,United States,39.78,False
46b824,Greece,258.83,False
a70b2f,United States,161.22,False
46b825,Greece,238.41,False
46b822,Greece,234.3,False
46b828,Greece,249.24,False
46b826,Greece,213.55,False
440237,Austria,234.81,False
ae0193,United States,87.33,False
c02e91,Canada,92.29,False
a785fd,United States,63.28,False
4acb5a,Sweden,232.66,False
a247f0,United States,171.53,False
a0311d,United States,0.06,True
0d0abf,Mexico,242.19,False
aaf60a,United States,106.55,False
a08acb,United States,242.66,False
47b0e7,Norway,229.85,False
aadc11,United States,31.08,False
a8453e,United States,189.03,False
a4ab93,United States,61.15,False
a2ba48,United States,211.89,False
a1515b,United States,225.95,False
800db7,India,102.63,False
c0482a,Canada,250.59,False
a6fda0,United States,4.24,False
3d1255,Germany,27.82,False
a3ed69,United States,1.54,False
a76d1c,United States,50.0,False
aa4422,United States,41.56,False
a15160,United States,105.47,False
8014a7,India,116.68,False
343194,Spain,173.8,False
885221,Thailand,257.56,False
7cf9dd,Australia,143.34,False
a737c7,United States,206.17,False
7cf9e7,Australia,93.02,False
c0481c,Canada,82.83,False
a77403,United States,201.75,False
45c081,Denmark,45.24,False
7cf9e5,Australia,124.62,False
accd12,United States,165.32,False
4aca82,Sweden,242.31,False
4aca84,Sweden,4.37,True
4aca83,Sweden,236.05,False
4aca86,Sweden,248.81,False
4aca85,Sweden,218.98,False
accd18,United States,266.53,False
a65448,United States,46.33,False
e07585,Argentina,259.86,False
4aca7a,Sweden,221.34,False
800da3,India,170.38,False
a6a41f,United States,34.99,False
ab5d4a,United States,171.82,False
a3ed7c,United States,4.37,True
a2845b,United States,185.2,False
87457e,Japan,213.1,False
4aca93,Sweden,218.59,False
a65454,United States,225.05,False
4aca92,Sweden,230.02,False
4aca94,Sweden,227.27,False
4aca99,Sweden,242.79,False
4aca98,Sweden,173.38,False
84d28e,Japan,219.47,False
a26a2c,United States,131.51,False
a02a7e,United States,263.12,False
aaf4c8,United States,259.34,False
800db0,India,143.86,False
a88d10,United States,161.17,False
75833b,Philippines,201.68,False
4aca8f,Sweden,5.66,True
a857c2,United States,136.65,False
a52147,United States,290.46,False
a4c4f1,United States,97.78,False
a6f28c,United States,180.29,False
a3f401,United States,224.59,False
8014e6,India,185.38,False
a27197,United States,205.32,False
a2ba7e,United States,243.28,False
a0093e,United States,144.46,False
3c5eef,Germany,167.96,False
861e78,Japan,106.14,False
8014db,India,287.65,False
e49ef0,Brazil,243.82,False
86d5b6,Japan,274.12,False
8014de,India,0.77,True
e49ef3,Brazil,222.93,False
4baf21,Turkey,251.49,False
85188c,Japan,181.33,False
3c65da,Germany,62.69,False
4400f3,Austria,237.29,False
86cec5,Japan,296.23,False
3d1229,Germany,18.07,False
a9527f,United States,152.47,False
485993,Kingdom of the Netherlands,8.23,True
a40d8d,United States,6.43,True
49530a,Portugal,214.77,False
49530b,Portugal,253.07,False
8014f2,India,10.29,True
49530d,Portugal,216.73,False
4400ec,Austria,63.27,False
4400eb,Austria,146.5,False
a39d9b,United States,196.11,False
abb440,United States,212.24,False
3873ff,France,4.63,True
471f9a,Hungary,229.24,False
471f9e,Hungary,211.66,False
e48ba8,Brazil,272.4,False
ae1439,United States,129.57,False
343141,Spain,138.62,False
471f82,Hungary,203.73,False
516097,Montenegro,209.81,False
8014af,India,92.72,False
861e92,Japan,139.29,False
86d5e0,Japan,191.64,False
8014bb,India,206.51,False
e0b286,Argentina,211.92,False
485990,Kingdom of the Netherlands,44.39,False
abfac6,United States,192.86,False
a26a93,United States,199.93,False
8014bc,India,134.33,False
8a0442,Indonesia,177.97,False
471f6a,Hungary,239.19,False
acba30,United States,241.28,False
48597e,Kingdom of the Netherlands,6.17,True
a4bdb9,United States,251.1,False
495302,Portugal,184.09,False
e49ed5,Brazil,209.31,False
495303,Portugal,129.44,False
a4278e,United States,169.05,False
495304,Portugal,189.94,False
87453a,Japan,108.78,False
abad6c,United States,66.87,False
a39d95,United States,229.97,False
e492a6,Brazil,243.05,False
a40d6d,United States,180.11,False
34444b,Spain,166.87,False
3b7b94,France,53.92,False
c0707b,Canada,60.78,False
471f68,Hungary,217.19,False
aa0909,United States,183.19,False
4400c0,Austria,67.92,False
440cff,Austria,135.09,False
3c6749,Germany,248.92,False
3c6747,Germany,190.59,False
408086,United Kingdom,239.57,False
408087,United Kingdom,105.22,False
471f64,Hungary,172.11,False
a4b1fe,United States,84.42,False
acd2d3,United States,135.69,False
344449,Spain,240.08,False
abb2d5,United States,201.83,False
7809a4,China,229.27,False
a7c465,United States,42.69,False
a296c2,United States,137.21,False
471f4c,Hungary,208.96,False
3c6741,Germany,111.32,False
ac7bed,United States,120.81,False
3c5426,Germany,224.94,False
ac358e,United States,136.85,False
a2f9b3,United States,177.45,False
3c6757,Germany,225.17,False
471f78,Hungary,219.24,False
3c6754,Germany,226.16,False
3c6758,Germany,210.2,False
471f72,Hungary,134.89,False
440cf8,Austria,170.48,False
c2bcc9,Canada,72.72,False
7809b7,China,226.5,False
4400b6,Austria,73.22,False
471f5d,Hungary,207.08,False
a8e45c,United States,185.24,False
ac82f8,United States,193.78,False
3c6752,Germany,208.34,False
3c6751,Germany,68.91,False
4400b3,Austria,66.46,False
4400b2,Austria,212.11,False
742838,Jordan,212.29,False
408064,United Kingdom,215.24,False
ae6249,United States,46.03,False
3c675a,Germany,90.52,False
471f41,Hungary,116.53,False
3c674e,Germany,65.82,False
8014fd,India,204.18,False
a9046d,United States,217.06,False
e48011,Brazil,1.54,True
a3918f,United States,219.57,False
e48c4d,Brazil,207.73,False
40804d,United Kingdom,199.57,False
471f58,Hungary,209.18,False
e48c70,Brazil,44.58,False
408053,United Kingdom,0.0,True
a23613,United States,47.86,False
a7b13b,United States,0.0,True
4786c5,Norway,119.07,False
a03cc6,United States,92.44,False
a189e4,United States,97.18,False
471f3d,Hungary,203.67,False
3d37ca,Germany,68.76,False
0d0b7c,Mexico,241.55,False
469c30,Greece,51.12,False
344417,Spain,215.81,False
469c36,Greece,49.47,False
a7743f,United States,267.87,False
3c6705,Germany,233.7,False
a71ded,United States,200.92,False
3ffbf0,Germany,33.32,False
a75a2d,United States,153.84,False
440cc3,Austria,64.71,False
a844c7,United States,49.14,False
0d0b0f,Mexico,213.18,False
a35655,United States,56.11,False
3c6713,Germany,235.78,False
a88d2e,United States,197.09,False
471f36,Hungary,155.05,False
3c6711,Germany,243.22,False
3c6710,Germany,251.17,False
3c6716,Germany,266.24,False
440cac,Austria,227.61,False
a2f9f5,United States,54.08,False
3c6714,Germany,231.73,False
a163f2,United States,205.94,False
801604,India,203.81,False
a5d1c6,United States,168.8,False
801607,India,149.23,False
440cb1,Austria,171.27,False
505f6a,Slovakia,92.54,False
471f02,Hungary,256.94,False
a030a8,United States,193.55,False
48ca72,Poland,47.34,False
471f01,Hungary,135.78,False
0d0b35,Mexico,235.6,False
46c9a1,Greece,176.06,False
4008ad,United Kingdom,173.81,False
e07542,Argentina,5.66,True
a711cb,United States,62.84,False
398e25,France,214.15,False
a6eacf,United States,206.88,False
ac9709,United States,189.27,False
4008ae,United Kingdom,176.93,False
4008b5,United Kingdom,252.27,False
7809fc,China,155.37,False
a08021,United States,0.0,True
4008b3,United Kingdom,228.13,False
4008b1,United Kingdom,62.25,False
885283,Thailand,263.2,False
40808c,United Kingdom,224.58,False
40808a,United Kingdom,0.0,True
885282,Thailand,227.33,False
ac47b7,United States,218.79,False
440ce0,Austria,267.3,False
0d1234,Mexico,226.48,False
408092,United Kingdom,239.22,False
4951cc,Portugal,211.97,False
4951ce,Portugal,209.27,False
80174a,India,222.45,False
3c6589,Germany,223.28,False
ad9da9,United States,62.42,False
40822d,United Kingdom,213.19,False
3c6584,Germany,98.83,False
3c6582,Germany,187.68,False
3c6581,Germany,68.76,False
407b54,United Kingdom,256.05,False
407b55,United Kingdom,245.22,False
3c658d,Germany,0.06,True
abadc0,United States,7.2,True
3c658b,Germany,136.69,False
e49f43,Brazil,149.36,False
505cea,Slovakia,219.26,False
a3f3e5,United States,271.58,False
3c658e,Germany,237.36,False
ac3751,United States,182.25,False
801772,India,242.08,False
a3301a,United States,149.82,False
801778,India,138.29,False
801775,India,250.05,False
8a01cd,Indonesia,225.0,False
3c6595,Germany,199.05,False
3c6599,Germany,138.83,False
3c6598,Germany,222.68,False
a413c2,United States,44.05,False
a7d6c6,United States,191.59,False
39d317,France,83.42,False
3dd55f,Germany,57.03,False
408228,United Kingdom,249.2,False
408229,United Kingdom,246.42,False
a22358,United States,220.73,False
39d310,France,148.96,False
a60675,United States,53.53,False
abc7e9,United States,195.57,False
a0f67c,United States,247.31,False
c0853f,Canada,211.36,False
801744,India,0.0,True
801745,India,272.74,False
40820f,United Kingdom,247.18,False
a9f164,United States,138.21,False
aaca1e,United States,2.83,True
a929aa,United States,86.52,False
abfd39,United States,202.47,False
c08537,Canada,0.0,True
ab0462,United States,95.81,False
a7e9e4,United States,274.72,False
3dd54f,Germany,46.83,False
49f151,Czech Republic,2.06,True
a2d3b3,United States,142.29,False
a1fc56,United States,33.88,False
39966b,France,182.44,False
a23699,United States,60.84,False
8852e4,Thailand,272.42,False
39d30e,France,235.06,False
8a01af,Indonesia,236.82,False
8852e2,Thailand,247.92,False
801754,India,119.3,False
00c45d,South Africa,248.43,False
80173e,India,175.63,False
a809f5,United States,141.7,False
a36994,United States,219.42,False
c02ee7,Canada,267.98,False
3c7877,Germany,214.23,False
ab4ae9,United States,2.57,True
4690e4,Greece,252.89,False
3c7879,Germany,203.73,False
a390ed,United States,198.42,False
4b5da7,Switzerland,0.06,True
4690e1,Greece,243.76,False
4b5da4,Switzerland,2.57,True
abadf9,United States,188.35,False
407b8f,United Kingdom,225.4,False
3c4b27,Germany,20.06,True
a45051,United States,144.54,False
ad3109,United States,36.12,False
3d1bb6,Germany,59.43,False
39e68b,France,189.24,False
ae4a16,United States,65.12,False
a87a8f,United States,145.94,False
40826a,United Kingdom,10.29,True
3c6544,Germany,250.64,False
3c6543,Germany,7.2,True
3c6542,Germany,184.11,False
e48c2f,Brazil,142.06,False
a4bf41,United States,198.08,False
a546c9,United States,118.36,False
a0583f,United States,77.77,False
a128be,United States,40.8,False
a3a647,United States,182.28,False
80179a,India,287.56,False
80179b,India,224.6,False
3c654a,Germany,5.14,True
ab9a5c,United States,80.31,False
3c4b35,Germany,232.64,False
3d35ad,Germany,76.38,False
3c6551,Germany,66.36,False
3c4b2b,Germany,247.55,False
3c6552,Germany,174.05,False
40825d,United Kingdom,250.28,False
39e689,France,141.8,False
ae0df9,United States,41.27,False
408262,United Kingdom,200.27,False
39e684,France,66.6,False
39e683,France,133.51,False
ae4a1e,United States,51.67,False
a8dd7a,United States,40.21,False
ad444d,United States,210.51,False
39e687,France,239.44,False
ab048d,United States,227.08,False
a0808f,United States,159.07,False
a5df1e,United States,59.24,False
abb4ea,United States,216.36,False
ae01b0,United States,154.89,False
a69c04,United States,231.38,False
c02eb9,Canada,1.8,True
4cc279,Iceland,219.19,False
ac379a,United States,61.13,False
acd4d7,United States,131.7,False
408257,United Kingdom,38.1,False
ad4470,United States,54.02,False
80177b,India,222.89,False
a5cc11,United States,221.18,False
a3fffc,United States,241.74,False
a008c9,United States,181.37,False
39e697,France,198.06,False
4b5db9,Switzerland,3.34,True
a03e0b,United States,54.77,False
e49f59,Brazil,157.91,False
801793,India,283.14,False
39e691,France,216.96,False
ae4a27,United States,95.07,False
3c6572,Germany,211.79,False
e49311,Brazil,248.97,False
3c6571,Germany,257.68,False
3443cc,Spain,16.46,False
e49314,Brazil,117.12,False
758404,Philippines,192.99,False
ada5ee,United States,193.52,False
a7b0c4,United States,231.96,False
782080,China,265.14,False
3443d1,Spain,253.15,False
3443d2,Spain,200.45,False
a70c9f,United States,72.76,False
a5707c,United States,182.39,False
a235a5,United States,87.11,False
0ac3f8,Colombia,6.69,True
3c64a2,Germany,133.08,False
3c64a1,Germany,227.01,False
a21ba0,United States,139.7,False
a4a095,United States,0.0,True
0d10ac,Mexico,173.21,False
a235b7,United States,217.22,False
a6e02b,United States,0.0,True
3c5db0,Germany,58.44,False
a3ee0b,United States,230.03,False
80047c,India,88.49,False
c01074,Canada,277.05,False
ad8b94,United States,131.09,False
80047a,India,234.31,False
3c64b0,Germany,260.16,False
3c64a6,Germany,224.76,False
3c64a5,Germany,268.1,False
3c64a4,Germany,230.14,False
3c64a3,Germany,225.37,False
0a001b,Algeria,201.84,False
0d10bd,Mexico,165.73,False
0a001a,Algeria,255.03,False
a94013,United States,84.92,False
a880da,United States,36.07,False
aa8164,United States,0.0,True
3c64af,Germany,215.41,False
a8f6ef,United States,256.38,False
a6e04c,United States,50.41,False
3c64ac,Germany,223.66,False
c01066,Canada,123.37,False
e49dfd,Brazil,125.01,False
4080ea,United Kingdom,208.66,False
e49dff,Brazil,56.81,False
a3f518,United States,156.52,False
4aca12,Sweden,211.77,False
a6e055,United States,262.0,False
3ffb77,Germany,37.07,False
4aca0a,Sweden,250.24,False
4080f7,United Kingdom,210.48,False
a57041,United States,12.87,False
a7000a,United States,170.29,False
8016a1,India,85.91,False
0a008e,Algeria,7.72,True
ad928e,United States,247.11,False
0a008d,Algeria,245.96,False
a6ec3e,United States,4.12,True
0a008a,Algeria,253.83,False
46a60f,Greece,105.13,False
a70c67,United States,199.79,False
a7133f,United States,248.0,False
a88cbf,United States,198.59,False
a95f5c,United States,40.55,False
407b17,United Kingdom,50.31,False
7c2fe7,Australia,147.72,False
8016a7,India,2.57,True
a6ec56,United States,0.0,True
0a0092,Algeria,213.44,False
a9c950,United States,213.34,False
710432,Saudi Arabia,196.55,False
a092ea,United States,278.98,False
710417,Saudi Arabia,218.53,False
a27220,United States,114.62,False
a222bf,United States,184.05,False
4aca78,Sweden,5.92,True
a21be6,United States,85.91,False
76b862,Singapore,99.49,False
ad9293,United States,256.96,False
7c1ca5,Australia,137.86,False
4aca6c,Sweden,167.6,False
4aca6f,Sweden,198.87,False
a7cfe3,United States,189.28,False
a14b5d,United States,74.85,False
aa945d,United States,55.36,False
a40e30,United States,167.58,False
a40e1c,United States,80.77,False
ab5db8,United States,188.18,False
e491f1,Brazil,243.41,False
0a0078,Algeria,202.39,False
02a1ab,Tunisia,277.7,False
abfd00,United States,187.75,False
a88cf5,United States,248.34,False
440358,Austria,135.27,False
471fa9,Hungary,250.77,False
440352,Austria,202.53,False
3ffb0e,Germany,5.4,True
471fa4,Hungary,64.58,False
471fa1,Hungary,205.58,False
471fa2,Hungary,240.76,False
02a1b3,Tunisia,267.54,False
ab5dab,United States,153.52,False
02a1b1,Tunisia,260.28,False
a248f9,United States,50.46,False
8687bc,Japan,244.85,False
471fa0,Hungary,244.28,False
a0589c,United States,55.03,False
abc7a3,United States,254.29,False
aa944a,United States,257.92,False
76b86a,Singapore,216.42,False
4aca50,Sweden,73.66,False
0a007b,Algeria,199.81,False
312005,Italy,80.19,False
ab64b8,United States,67.4,False
a88ccf,United States,115.76,False
a4281d,United States,63.35,False
e491ef,Brazil,234.68,False
0a0084,Algeria,208.08,False
4bb4e7,Turkey,281.96,False
4aca4f,Sweden,233.45,False
46b927,Greece,118.43,False
abc7b3,United States,35.06,False
a15e6c,United States,3.09,True
0d118f,Mexico,234.46,False
a3a5ec,United States,138.9,False
ab15ba,United States,120.45,False
ad4eb5,United States,214.46,False
a5221b,United States,0.0,True
ac7e1c,United States,241.15,False
a4bef6,United States,217.98,False
a3ee7a,United States,31.73,False
3e4458,Germany,108.96,False
4080a2,United Kingdom,192.56,False
a51b58,United States,234.34,False
ac48f2,United States,105.13,False
8a036b,Indonesia,201.08,False
a6b840,United States,226.0,False
75847f,Philippines,21.61,False
8a0375,Indonesia,158.33,False
8015d9,India,4.89,True
c02f2b,Canada,5.4,True
0180b4,Libyan Arab Jamahiriya,189.03,False
e4929c,Brazil,225.99,False
8015a4,India,9.26,True
a69bcd,United States,250.58,False
a88e45,United States,254.0,False
8a0365,Indonesia,242.87,False
a57bf8,United States,39.08,False
a858f6,United States,127.95,False
884036,Thailand,115.79,False
47c4ee,Norway,49.01,False
8015b2,India,133.42,False
440304,Austria,207.12,False
aae2b6,United States,88.09,False
c01c28,Canada,189.7,False
39e4ac,France,220.59,False
ac7216,United States,181.14,False
e0b111,Argentina,0.64,True
e0b110,Argentina,245.94,False
c07cb9,Canada,172.82,False
4a08e9,Romania,214.27,False
885310,Thailand,118.17,False
a9538b,United States,92.14,False
a0a7a0,United States,10.8,True
3d374c,Germany,73.72,False
ac22c5,United States,213.96,False
49410a,Portugal,207.73,False
aa9eb3,United States,197.14,False
a6b810,United States,217.1,False
4080db,United Kingdom,182.44,False
adf528,United States,118.02,False
0a0019,Algeria,73.12,False
4a08e6,Romania,251.93,False
c06a9b,Canada,290.27,False
4080e9,United Kingdom,130.84,False
ac7225,United States,46.58,False
494113,Portugal,147.65,False
e0b149,Argentina,203.73,False
494111,Portugal,198.21,False
782165,China,193.34,False
abae62,United States,186.24,False
885306,Thailand,234.14,False
4080e1,United Kingdom,96.61,False
a880ff,United States,98.65,False
a6b816,United States,172.2,False
885304,Thailand,150.98,False
0a0027,Algeria,205.98,False
0a0028,Algeria,177.97,False
ab5257,United States,205.06,False
0a0024,Algeria,172.56,False
0a0022,Algeria,206.06,False
0086f6,South Africa,224.09,False
e49dde,Brazil,257.06,False
ac8577,United States,266.79,False
873312,Japan,238.82,False
4401ff,Austria,54.99,False
e491a9,Brazil,104.23,False
acce3f,United States,77.17,False
ab5e9b,United States,187.93,False
0d0a92,Mexico,109.0,False
8015e7,India,204.41,False
acce75,United States,175.07,False
8015e5,India,257.52,False
34324f,Spain,166.06,False
34324e,Spain,221.95,False
39d1aa,France,101.13,False
3c64f7,Germany,217.02,False
4b0ed5,Switzerland,5.14,True
8015e0,India,277.66,False
a63b03,United States,195.63,False
4080c1,United Kingdom,225.05,False
4787fe,Norway,142.06,False
3c4ad5,Germany,263.43,False
0180a0,Libyan Arab Jamahiriya,188.72,False
758436,Philippines,191.41,False
a4c5d8,United States,193.95,False
88530f,Thailand,238.93,False
ae5bb5,United States,73.38,False
abae8f,United States,172.88,False
4080b6,United Kingdom,244.95,False
3c64f8,Germany,258.83,False
a38b84,United States,189.43,False
e0b157,Argentina,84.65,False
8015ef,India,244.02,False
4a08ec,Romania,204.0,False
4a08eb,Romania,138.07,False
781a9d,China,192.2,False
885313,Thailand,1.03,True
885315,Thailand,238.95,False
4bc852,Turkey,251.68,False
4bc853,Turkey,99.31,False
a19a08,United States,210.55,False
a0e40a,United States,98.6,False
c06a75,Canada,295.14,False
3ffafe,Germany,61.46,False
4bc84e,Turkey,198.61,False
4401e9,Austria,248.1,False
e48b4f,Brazil,127.87,False
4bc84f,Turkey,248.24,False
4bc84c,Turkey,240.57,False
4b15d7,Switzerland,227.05,False
a11762,United States,,True
4bc84a,Turkey,251.85,False
4b15d8,Switzerland,280.47,False
4401e4,Austria,65.11,False
4bc84b,Turkey,211.98,False
4401d1,Austria,235.45,False
4bc85a,Turkey,0.0,True
a0e431,United States,254.9,False
408194,United Kingdom,247.98,False
ac70da,United States,273.24,False
34454b,Spain,67.23,False
0d0a3a,Mexico,235.37,False
a88e98,United States,290.76,False
344557,Spain,154.8,False
4401d9,Austria,25.29,False
4401d4,Austria,229.09,False
c06a7f,Canada,254.12,False
408183,United Kingdom,198.88,False
ada699,United States,166.74,False
a8d224,United States,230.5,False
70204b,Bangladesh,203.85,False
408181,United Kingdom,247.45,False
842250,Japan,297.3,False
e49220,Brazil,148.72,False
e49221,Brazil,1.03,True
a1fd03,United States,77.64,False
4b0eff,Switzerland,128.03,False
a9c8ec,United States,56.82,False
a07a11,United States,21.15,False
ad4395,United States,286.83,False
4bc849,Turkey,7.46,True
4bc847,Turkey,148.65,False
c08497,Canada,93.9,False
4bc848,Turkey,226.56,False
4bc845,Turkey,250.84,False
4bc846,Turkey,148.63,False
4bc843,Turkey,256.41,False
3c664c,Germany,235.38,False
4bc844,Turkey,119.15,False
4bc841,Turkey,231.92,False
4bc842,Turkey,191.36,False
4bc850,Turkey,72.02,False
ac1076,United States,290.87,False
aa8bfa,United States,174.22,False
408170,United Kingdom,114.31,False
c06a88,Canada,220.97,False
0d1158,Mexico,255.01,False
40815b,United Kingdom,256.46,False
a35701,United States,209.9,False
c06a82,Canada,248.25,False
4401f7,Austria,249.83,False
a8d206,United States,0.06,True
4bc88b,Turkey,219.26,False
738c06,Israel,235.92,False
a1b4e1,United States,139.9,False
4bc899,Turkey,244.72,False
a07a72,United States,55.85,False
8638b0,Japan,228.41,False
a33d62,United States,187.91,False
c06a38,Canada,126.16,False
ab28c2,United States,48.17,False
a51b93,United States,263.94,False
aa457b,United States,210.96,False
00b0f9,South Africa,130.7,False
4401a3,Austria,147.13,False
4bc88e,Turkey,201.78,False
39d304,France,234.54,False
39d306,France,215.91,False
a99b32,United States,127.32,False
4bc89a,Turkey,181.01,False
39d309,France,105.94,False
a952b7,United States,97.67,False
a83ef5,United States,80.29,False
a6ebc6,United States,184.68,False
801725,India,239.23,False
a45d1a,United States,214.32,False
39d301,France,232.47,False
39d302,France,214.68,False
44b438,Belgium,218.26,False
a725ea,United States,92.59,False
ac1099,United States,54.54,False
e49295,Brazil,152.97,False
801733,India,209.92,False
4009db,United Kingdom,76.14,False
800401,India,62.25,False
aa589c,United States,232.58,False
