icao24,origin_country,velocity,on_ground
3dd371,Germany,0.0,False
a5e44c,United States,217.11,False
a379d3,United States,165.4,False
300a20,Italy,47.18,False
7020bc,Bangladesh,141.69,False
400935,United Kingdom,207.37,False
a6178b,United States,32.11,False
ab282b,United States,144.86,False
a379cd,United States,211.21,False
a35fc2,United States,204.67,False
4bb2a2,Turkey,241.69,False
a126de,United States,40.52,False
e49bfe,Brazil,250.02,False
e49bff,Brazil,242.58,False
846021,Japan,7.2,True
a126e6,United States,201.41,False
00a096,South Africa,203.48,False
a0566a,United States,238.28,False
4bb2a5,Turkey,217.45,False
a6a1a0,United States,34.53,False
ab7627,United States,233.61,False
4007fb,United Kingdom,128.98,False
aa06d8,United States,219.02,False
4007fa,United Kingdom,147.22,False
a77f2d,United States,200.87,False
a4cfe0,United States,258.23,False
a090f4,United States,55.23,False
a3900e,United States,169.62,False
8017ff,India,236.16,False
151d89,Russian Federation,153.55,False
a66647,United States,39.73,False
4bb1e7,Turkey,221.85,False
4bb1e2,Turkey,240.68,False
4007f6,United Kingdom,218.87,False
4007f5,United Kingdom,204.86,False
a29680,United States,155.59,False
a629fc,United States,27.39,False
3d7bc4,Germany,91.58,False
aa6955,United States,170.7,False
ac3fc5,United States,231.43,False
151d76,Russian Federation,201.89,False
ab5c26,United States,269.79,False
a486d8,United States,262.0,False
a603a2,United States,45.86,False
a47fde,United States,215.59,False
a4396b,United States,100.79,False
151d8a,Russian Federation,259.92,False
a15027,United States,0.0,True
a7e93b,United States,219.36,False
8017e5,India,140.83,False
89621b,United Arab Emirates,102.9,False
a1a004,United States,42.21,False
a0a682,United States,31.09,False
4baac9,Turkey,212.34,False
a736d9,United States,213.57,False
a6a300,United States,199.29,False
4baad4,Turkey,225.14,False
acf948,United States,46.37,False
a856b0,United States,41.98,False
4baad0,Turkey,143.74,False
78103e,China,132.98,False
a0436f,United States,55.23,False
151d9a,Russian Federation,218.79,False
4892c0,Poland,247.22,False
4baaca,Turkey,180.37,False
a35ff0,United States,73.76,False
a2cc24,United States,206.56,False
151d90,Russian Federation,0.0,True
495218,Portugal,193.73,False
75869f,Philippines,240.77,False
ab1ffe,United States,214.21,False
39320e,France,38.35,False
495210,Portugal,150.61,False
4892c7,Poland,224.4,False
495211,Portugal,226.7,False
7105bb,Saudi Arabia,128.14,False
48455d,Kingdom of the Netherlands,246.04,False
abc649,United States,202.4,False
ab632a,United States,52.27,False
484555,Kingdom of the Netherlands,220.83,False
c07b8c,Canada,265.12,False
484556,Kingdom of the Netherlands,145.3,False
484560,Kingdom of the Netherlands,257.66,False
896211,United Arab Emirates,228.38,False
78105e,China,263.53,False
a39c8c,United States,65.59,False
abc62a,United States,225.44,False
ab6f7d,United States,158.54,False
acdf3b,United States,31.82,False
aaf3af,United States,50.12,False
345691,Spain,221.32,False
896217,United Arab Emirates,266.8,False
485874,Kingdom of the Netherlands,7.72,True
adafb5,United States,193.66,False
a8e1f6,United States,231.5,False
345686,Spain,225.7,False
884202,Thailand,226.33,False
7380c1,Israel,238.57,False
a40027,United States,189.21,False
7380c8,Israel,226.58,False
7380c7,Israel,275.9,False
a4000f,United States,7.2,True
ad9c49,United States,100.36,False
ad1986,United States,0.0,True
ac7c52,United States,0.13,True
ad9003,United States,203.29,False
344344,Spain,201.86,False
781093,China,209.5,False
344346,Spain,180.98,False
4785bd,Norway,99.33,False
344341,Spain,124.4,False
a95d96,United States,55.06,False
aaecff,United States,23.17,False
a3901d,United States,0.0,True
151d52,Russian Federation,213.75,False
ae1f50,United States,43.03,False
acf975,United States,3.86,True
7585bc,Philippines,67.77,False
ac212d,United States,122.97,False
4b5c23,Switzerland,0.06,True
a34e01,United States,212.04,False
4ca9c3,Ireland,215.12,False
aaf46a,United States,57.56,False
a10e2d,United States,33.85,False
a7bc58,United States,242.17,False
a76c79,United States,0.0,True
7585cd,Philippines,1.29,True
aaf485,United States,127.2,False
4ca9d3,Ireland,136.63,False
a9accd,United States,218.73,False
a6a354,United States,196.5,False
4ca9d0,Ireland,237.83,False
84bac2,Japan,114.09,False
4785c0,Norway,155.43,False
ac3477,United States,243.1,False
0d0c7c,Mexico,120.46,False
4ca9bc,Ireland,226.92,False
a03bc9,United States,75.05,False
ac81d3,United States,209.53,False
ac81d2,United States,251.93,False
345642,Spain,217.68,False
a09e66,United States,53.53,False
4ca9a9,Ireland,229.34,False
4b5c41,Switzerland,12.35,True
a830cd,United States,30.59,False
7585a2,Philippines,194.63,False
8a04a8,Indonesia,224.12,False
abaadd,United States,249.57,False
344305,Spain,184.81,False
aa568f,United States,250.49,False
4b5c37,Switzerland,7.46,True
aa568e,United States,104.43,False
ac1a72,United States,77.56,False
a09e33,United States,49.48,False
781c0b,China,194.37,False
4b5c1f,Switzerland,4.89,True
3c4a01,Germany,230.62,False
0d0c9c,Mexico,3.6,True
7585b3,Philippines,264.46,False
4b5c65,Switzerland,7.2,True
e49c93,Brazil,70.06,False
a4c3e4,United States,219.73,False
aae184,United States,54.93,False
4b5c63,Switzerland,11.32,True
c07b0a,Canada,0.0,True
4bb325,Turkey,213.91,False
47c39c,Norway,62.68,False
a1b2a8,United States,5.66,True
ab890a,United States,186.12,False
a9bfb5,United States,163.29,False
4ca9eb,Ireland,225.93,False
a7d630,United States,266.25,False
782326,China,129.76,False
a295c9,United States,0.0,True
151d9f,Russian Federation,267.82,False
a3ec93,United States,194.47,False
a28ee7,United States,207.41,False
3dd2ab,Germany,35.17,False
a1fb16,United States,100.85,False
aab922,United States,1.54,True
c058dd,Canada,275.87,False
4ca9e7,Ireland,231.0,False
a4009e,United States,170.53,False
a976a5,United States,274.56,False
a66695,United States,0.0,True
a08b2b,United States,37.77,False
a5e3e4,United States,4.89,True
4ca9cf,Ireland,143.26,False
aa5657,United States,72.8,False
a16ee0,United States,190.23,False
a4008e,United States,189.03,False
ada492,United States,44.45,False
a03bcd,United States,0.45,True
ad3a7f,United States,239.8,False
a0088f,United States,87.46,False
a09239,United States,56.75,False
4bb322,Turkey,252.37,False
4b5c5d,Switzerland,1.29,True
a4b0cc,United States,52.43,False
ad417b,United States,38.9,False
ab1fbb,United States,266.08,False
3dd2cf,Germany,37.11,False
3dd2cd,Germany,28.25,False
3dd2ce,Germany,28.01,False
a95ca4,United States,295.91,False
a042d5,United States,91.06,False
a90f3d,United States,170.26,False
781bf8,China,203.56,False
4601f2,Finland,0.0,True
3571d7,Spain,115.08,False
3571cb,Spain,143.17,False
3571ca,Spain,118.32,False
a02e0a,United States,197.42,False
47845b,Norway,124.84,False
a6a6f6,United States,248.39,False
4bab5a,Turkey,93.02,False
a260ed,United States,222.45,False
7822db,China,195.73,False
a69f88,United States,237.94,False
4601f5,Finland,107.02,False
8a080e,Indonesia,209.37,False
4601f4,Finland,126.9,False
3571d8,Spain,131.35,False
846d0c,Japan,0.0,True
4601f8,Finland,102.23,False
4601f7,Finland,3.34,True
a6dc42,United States,246.09,False
382dba,France,49.43,False
80078e,India,233.67,False
a7fc19,United States,147.02,False
e4988b,Brazil,113.23,False
c08870,Canada,127.69,False
a32c96,United States,191.56,False
3451d8,Spain,194.62,False
440a8e,Austria,59.03,False
4bb263,Turkey,239.95,False
a44031,United States,118.81,False
4bb261,Turkey,221.35,False
ac011d,United States,205.06,False
a32056,United States,181.03,False
a70336,United States,195.39,False
ac74f9,United States,194.08,False
4bb21a,Turkey,220.54,False
a403df,United States,162.09,False
8962d1,United Arab Emirates,269.47,False
a6935a,United States,47.02,False
adddd5,United States,0.0,True
4079cc,United Kingdom,237.54,False
4079cd,United Kingdom,242.04,False
02010d,Morocco,111.4,False
4867ec,Kingdom of the Netherlands,197.49,False
abda2f,United States,54.55,False
43c921,United Kingdom,115.2,False
a7167f,United States,205.16,False
4bab2d,Turkey,237.73,False
a3d0f5,United States,195.04,False
4079d0,United Kingdom,36.07,True
ad81b9,United States,180.15,False
a45353,United States,0.06,True
aacd96,United States,193.34,False
4079d3,United Kingdom,216.45,False
43ea9a,United Kingdom,0.0,True
020112,Morocco,213.08,False
ac74f0,United States,202.17,False
a45f97,United States,37.26,False
a0c075,United States,190.23,False
4bab52,Turkey,274.14,False
a4533a,United States,115.75,False
abda54,United States,154.9,False
c012ba,Canada,203.32,False
a7033d,United States,51.1,False
a5bc83,United States,162.9,False
020105,Morocco,221.22,False
4ca8ff,Ireland,72.89,False
c012bd,Canada,2.83,True
ab9d9e,United States,273.31,False
a4798f,United States,227.42,False
4bb27a,Turkey,220.04,False
abe147,United States,146.62,False
ac61db,United States,214.27,False
a8f9b3,United States,33.14,False
aaba81,United States,277.34,False
acfa52,United States,154.97,False
738288,Israel,0.0,True
4bb293,Turkey,80.79,False
490d0e,Portugal,182.94,False
ac148f,United States,244.8,False
e4859a,Brazil,207.38,False
4bb28d,Turkey,0.0,True
4bb28e,Turkey,205.53,False
a41804,United States,171.6,False
4bb28a,Turkey,242.44,False
c038c8,Canada,235.91,False
490d10,Portugal,133.68,False
440a4a,Austria,55.73,False
a44077,United States,62.57,False
ac015f,United States,192.46,False
a4405f,United States,246.42,False
acb1e5,United States,229.12,False
490d02,Portugal,218.44,False
a5bc1f,United States,48.72,False
4bb274,Turkey,207.88,False
a238a6,United States,117.94,False
4bb272,Turkey,198.99,False
4867c1,Kingdom of the Netherlands,236.79,False
e47e7c,Brazil,234.81,False
c82827,New Zealand,63.95,False
e47e7f,Brazil,178.45,False
4bb26f,Turkey,207.06,False
4bb26d,Turkey,243.91,False
4bb26e,Turkey,207.97,False
3c5b31,Germany,225.35,False
4bb279,Turkey,244.33,False
4bb288,Turkey,217.25,False
c0884f,Canada,199.03,False
4bb284,Turkey,211.67,False
4bb285,Turkey,241.46,False
4bb282,Turkey,177.12,False
4867b0,Kingdom of the Netherlands,212.04,False
4bb281,Turkey,177.0,False
a8493d,United States,37.64,False
c08859,Canada,247.81,False
758768,Philippines,67.51,False
a51e24,United States,234.75,False
a3f841,United States,228.73,False
896409,United Arab Emirates,238.37,False
44cdc6,Belgium,215.36,False
e840ac,Ecuador,74.64,False
020176,Morocco,153.94,False
0acccb,Colombia,122.0,False
a07bef,United States,141.57,False
e49817,Brazil,125.99,False
70c147,Oman,70.28,False
758771,Philippines,229.6,False
44cdd1,Belgium,228.53,False
44cdd0,Belgium,242.66,False
731a66,Islamic Republic of Iran,202.13,False
e065d3,Argentina,203.7,False
0702c0,Senegal,138.27,False
aa4932,United States,205.08,False
a33ed6,United States,227.59,False
758769,Philippines,239.17,False
702f08,Bangladesh,4.37,True
467717,Finland,7.46,True
75872c,Philippines,1.03,True
75872b,Philippines,203.9,False
c038ac,Canada,280.03,False
0accad,Colombia,2.31,True
a6582c,United States,46.3,False
a2c508,United States,83.84,False
aa490a,United States,8.75,True
c038a7,Canada,230.29,False
a105e8,United States,170.28,False
c038a3,Canada,213.05,False
ab0745,United States,201.27,False
a03574,United States,177.78,False
a358bd,United States,218.7,False
020140,Morocco,68.85,False
a32bf1,United States,40.64,False
abed10,United States,252.33,False
a465df,United States,193.09,False
02012b,Morocco,237.31,False
70c10e,Oman,199.93,False
a9ecc7,United States,30.19,False
506ca3,Slovenia,75.48,False
a0cbff,United States,193.21,False
020139,Morocco,240.8,False
0b437d,Guatemala,51.02,False
a6803f,United States,159.91,False
aa4903,United States,241.6,False
0b437a,Guatemala,1.8,True
4bb1a2,Turkey,237.97,False
4bb1a3,Turkey,182.96,False
48558c,Kingdom of the Netherlands,20.59,False
c060c9,Canada,1.54,True
a6e361,United States,196.75,False
c060c5,Canada,5.4,True
c060c6,Canada,75.32,False
020124,Morocco,201.34,False
c060c3,Canada,180.61,False
7c5c45,Australia,148.86,False
020121,Morocco,211.01,False
8a083c,Indonesia,258.88,False
4bb1a4,Turkey,68.94,False
440a01,Austria,3.09,True
0b434e,Guatemala,46.21,False
a38e69,United States,0.0,True
a25b4d,United States,265.54,False
a7f02d,United States,142.19,False
a65800,United States,279.52,False
a37b45,United States,208.87,False
aacd50,United States,75.63,False
a3a8c0,United States,204.28,False
394f03,France,54.04,False
7c39f9,Australia,171.2,False
394f09,France,58.97,False
a1feea,United States,9.26,True
ac142e,United States,210.08,False
ad340b,United States,27.24,False
8a0837,Indonesia,226.6,False
a3a8ba,United States,265.51,False
02013e,Morocco,240.19,False
3dde7a,Germany,23.6,False
02013a,Morocco,232.08,False
8a0830,Indonesia,159.4,False
a8102a,United States,191.83,False
758708,Philippines,239.61,False
e48502,Brazil,205.18,False
345385,Spain,68.42,False
8005f4,India,143.37,False
8005f1,India,207.52,False
a692d0,United States,41.56,False
a89872,United States,253.71,False
780a4b,China,241.26,False
8005eb,India,268.82,False
896372,United Arab Emirates,214.76,False
8005ef,India,208.99,False
e80615,Chile,76.04,False
344043,Spain,0.0,True
ac6e76,United States,47.87,False
a02db0,United States,158.29,False
acbe2d,United States,41.98,False
ac6227,United States,3.6,True
895053,Brunei Darussalam,260.33,False
aa2e6f,United States,58.65,False
3d1a0f,Germany,46.86,False
781d9c,China,240.76,False
ac5b43,United States,154.23,False
ac754b,United States,125.66,False
781160,China,233.69,False
780a6f,China,260.89,False
ac12d6,United States,200.42,False
abf2c2,United States,211.78,False
780a6e,China,307.74,False
78115b,China,198.72,False
78115c,China,202.33,False
7c1465,Australia,220.25,False
3d3460,Germany,67.92,False
e8061a,Chile,219.73,False
780a81,China,183.93,False
ac6243,United States,189.21,False
e8061b,Chile,176.78,False
7c1468,Australia,69.7,False
78115d,China,256.97,False
e80632,Chile,228.09,False
48686d,Kingdom of the Netherlands,73.89,False
3de4b7,Germany,0.0,False
780a7e,China,212.82,False
a87223,United States,227.75,False
780a96,China,212.32,False
77044c,Sri Lanka,220.36,False
4ca97a,Ireland,224.55,False
4ca97b,Ireland,99.11,False
77044f,Sri Lanka,129.32,False
a332e6,United States,80.25,False
0ac158,Colombia,112.57,False
7c6deb,Australia,106.53,False
a10708,United States,51.96,False
abebe0,United States,211.34,False
780a97,China,214.63,False
780a98,China,4.63,True
739602,Israel,86.49,False
a452c4,United States,251.01,False
780a8b,China,258.55,False
7c6ded,Australia,4.63,True
739604,Israel,0.0,True
739603,Israel,125.01,False
a7fbb3,United States,163.88,False
a7650b,United States,10.8,True
884343,Thailand,134.82,False
a46705,United States,46.72,False
44ce76,Belgium,234.67,False
4bb0f3,Turkey,268.7,False
461553,Finland,0.0,True
44ce6c,Belgium,236.99,False
aa7bb4,United States,80.77,False
44ce6a,Belgium,187.63,False
ac6266,United States,132.47,False
a34729,United States,65.85,False
4bb0ee,Turkey,235.64,False
aa2e3a,United States,49.2,False
44ce6e,Belgium,234.97,False
4bb0eb,Turkey,269.62,False
e483ec,Brazil,124.33,False
780a9c,China,203.09,False
780a9b,China,264.16,False
c07fb5,Canada,164.11,False
ade548,United States,62.76,False
ac5b89,United States,121.69,False
a0e751,United States,6.69,False
adde4c,United States,70.21,False
a56bd1,United States,72.17,False
486840,Kingdom of the Netherlands,195.33,False
02019f,Morocco,246.7,False
a3e55f,United States,167.29,False
02019d,Morocco,136.34,False
a3f88e,United States,154.16,False
0096c6,South Africa,82.39,False
aa3529,United States,49.71,False
c086bf,Canada,199.37,False
a287a4,United States,213.62,False
aa2e36,United States,7.72,True
a6eed5,United States,189.86,False
a7c849,United States,178.39,False
458b37,Denmark,52.54,False
34530d,Spain,186.49,False
896306,United Arab Emirates,272.53,False
88434b,Thailand,128.68,False
a74b1b,United States,213.74,False
abf2ea,United States,201.25,False
896312,United Arab Emirates,220.38,False
896311,United Arab Emirates,226.01,False
a06a02,United States,128.89,False
346644,Spain,222.78,False
345314,Spain,256.78,False
a3e587,United States,121.11,False
008feb,South Africa,173.1,False
406755,United Kingdom,240.26,False
a06a09,United States,244.13,False
73348c,Islamic Republic of Iran,282.14,False
896317,United Arab Emirates,257.83,False
a07d2a,United States,140.47,False
a87e20,United States,48.46,False
a3828a,United States,167.6,False
a06a10,United States,39.67,False
4bb0e9,Turkey,265.46,False
0200fb,Morocco,218.73,False
a2c4b6,United States,221.25,False
88084d,Thailand,79.45,False
3cd906,Germany,208.25,False
84cefa,Japan,168.45,False
88084c,Thailand,229.24,False
c06183,Canada,207.81,False
abf396,United States,206.56,False
880857,Thailand,234.65,False
880856,Thailand,232.97,False
c0617c,Canada,164.27,False
a1ed4b,United States,0.13,True
0200ef,Morocco,227.33,False
a141aa,United States,0.0,True
a38dd8,United States,196.04,False
880852,Thailand,206.55,False
c0617a,Canada,0.0,True
0200ec,Morocco,214.54,False
486802,Kingdom of the Netherlands,137.0,False
486803,Kingdom of the Netherlands,10.29,True
a1ed2e,United States,42.19,False
ab18ac,United States,58.89,False
c06174,Canada,3.86,True
a1912d,United States,123.38,False
34660f,Spain,195.77,False
486800,Kingdom of the Netherlands,118.82,False
a657ad,United States,218.23,False
34660b,Spain,220.58,False
880847,Thailand,227.61,False
880846,Thailand,229.47,False
880844,Thailand,212.59,False
a57413,United States,140.44,False
880843,Thailand,159.64,False
880842,Thailand,156.08,False
4ab821,Sweden,190.12,False
4ab822,Sweden,230.54,False
a3472f,United States,215.35,False
70c0ee,Oman,93.8,False
c0619d,Canada,227.42,False
a9e236,United States,0.0,True
7586cf,Philippines,2.06,True
ac38c0,United States,44.04,False
c06196,Canada,174.66,False
a21432,United States,189.57,False
780a13,China,204.2,False
76d107,Singapore,206.75,False
a18a1c,United States,90.55,False
45b8b7,Denmark,245.41,False
c0618e,Canada,165.6,False
780a17,China,257.22,False
a9ee7e,United States,48.8,False
780a18,China,290.8,False
7c6de2,Australia,72.12,False
780a0e,China,134.69,False
89639c,United Arab Emirates,0.0,True
780a0a,China,113.69,False
4bb208,Turkey,237.75,False
4bb209,Turkey,221.97,False
4bb206,Turkey,167.2,False
a1e13b,United States,133.97,False
4bb205,Turkey,238.32,False
a1f46b,United States,225.07,False
3c61f8,Germany,236.07,False
a20150,United States,42.36,False
c1e436,Canada,9.26,True
4bb212,Turkey,219.88,False
a99248,United States,70.57,False
80073f,India,213.48,False
4bab29,Turkey,161.91,False
e48fc1,Brazil,182.11,False
80073e,India,142.87,False
4bab26,Turkey,225.19,False
780a1e,China,5.14,True
4bb219,Turkey,242.63,False
4ca8f5,Ireland,168.81,False
800756,India,179.58,False
7c6dd5,Australia,261.43,False
e48fcb,Brazil,215.07,False
4bb214,Turkey,225.79,False
3e3a40,Germany,99.51,False
7586b0,Philippines,238.35,False
4bb20f,Turkey,247.36,False
4bb20d,Turkey,216.73,False
a2147c,United States,255.22,False
4bb20b,Turkey,0.0,True
aa1b92,United States,66.73,False
780a2b,China,269.51,False
a37ac2,United States,69.64,False
a1ed5f,United States,7.72,True
0ac128,Colombia,100.22,False
a6329d,United States,7.72,True
a9ee42,United States,50.12,False
c1e415,Canada,3.6,False
3dd1bd,Germany,61.02,False
4ca8af,Ireland,246.13,False
4853f4,Kingdom of the Netherlands,76.39,False
a3f7b8,United States,6.43,True
0200cb,Morocco,191.54,False
c1e40b,Canada,11.83,True
89638d,United Arab Emirates,219.26,False
a56d09,United States,99.29,False
e48fb5,Brazil,132.76,False
781134,China,248.31,False
780a3c,China,275.98,False
84bbbd,Japan,117.74,False
781d6d,China,279.19,False
6832d7,Kazakhstan,205.27,False
a98b45,United States,210.81,False
4866fe,Kingdom of the Netherlands,92.06,False
4ca8d4,Ireland,194.29,False
800734,India,219.45,False
4ca8d5,Ireland,117.22,False
8a07ad,Indonesia,243.96,False
780a59,China,4.89,True
800740,India,274.76,False
0ac121,Colombia,93.06,False
4ca8bd,Ireland,142.68,False
ad8e29,United States,49.84,False
780a54,China,147.96,False
a32116,United States,211.22,False
a2fa7b,United States,30.61,False
8830ef,Thailand,203.27,False
4baa41,Turkey,166.48,False
008339,South Africa,59.15,False
8830eb,Thailand,221.59,False
a68d6f,United States,207.42,False
a5613e,United States,91.46,False
a6e441,United States,45.95,False
ac5bd7,United States,58.97,False
8830f7,Thailand,127.34,False
8830f2,Thailand,194.27,False
acc5cb,United States,35.02,False
75006f,Malaysia,228.11,False
7810d4,China,247.33,False
abdb35,United States,175.43,False
a28928,United States,141.47,False
a907cf,United States,3.86,True
4baa55,Turkey,251.85,False
c05004,Canada,0.64,True
a8e7df,United States,34.02,False
a511f6,United States,0.0,True
4baa52,Turkey,230.95,False
a4414a,United States,187.03,False
a9a746,United States,50.66,False
4067cd,United Kingdom,0.0,False
a1b906,United States,114.59,False
888054,Viet Nam,253.47,False
aa7252,United States,49.43,False
3c743a,Germany,245.94,False
a4a482,United States,101.58,False
c013d0,Canada,105.52,False
4bb145,Turkey,229.3,False
4bb146,Turkey,249.87,False
a9edb4,United States,41.18,False
ac75ee,United States,235.82,False
4bb143,Turkey,213.74,False
4bb144,Turkey,229.58,False
4bb141,Turkey,263.25,False
a631d1,United States,97.07,False
aa7e99,United States,188.96,False
a93d4e,United States,247.36,False
4baa59,Turkey,0.0,True
a9edb0,United States,148.05,False
e48419,Brazil,222.26,False
c06365,Canada,210.49,False
47c225,Norway,72.7,False
80087f,India,6.69,True
489228,Poland,179.07,False
4bb109,Turkey,226.8,False
add2b0,United States,262.4,False
8963df,United Arab Emirates,254.28,False
4bb105,Turkey,238.41,False
4bb104,Turkey,63.28,False
aa7e7a,United States,192.16,False
a0c16a,United States,44.41,False
ad7bdf,United States,123.89,False
7810f8,China,211.83,False
c0635c,Canada,193.47,False
8963ed,United Arab Emirates,197.34,False
4bb10a,Turkey,269.79,False
ad3581,United States,190.72,False
a7045b,United States,212.62,False
c06356,Canada,140.22,False
aa7e79,United States,226.08,False
c07681,Canada,6.43,True
38e83b,France,0.0,True
a31a73,United States,0.06,True
abf584,United States,84.26,False
489221,Poland,216.11,False
75005c,Malaysia,7.72,False
e49750,Brazil,149.21,False
ac62f3,United States,5.92,True
c013de,Canada,216.18,False
aa987d,United States,48.68,False
3d7a23,Germany,82.53,False
a3a9b6,United States,180.73,False
7c4a55,Australia,223.66,False
4baa88,Turkey,215.36,False
8963d5,United Arab Emirates,246.68,False
a9e28f,United States,52.91,False
47bb0a,Norway,0.0,True
abdb88,United States,279.94,False
4bb15a,Turkey,234.07,False
4baa81,Turkey,135.09,False
484ee4,Kingdom of the Netherlands,239.42,False
484ee5,Kingdom of the Netherlands,213.53,False
3452c8,Spain,203.63,False
abf593,United States,171.85,False
75002c,Malaysia,112.3,False
4baa7a,Turkey,241.96,False
a0cca2,United States,55.12,False
a239e2,United States,55.91,False
a239e3,United States,54.88,False
a0365a,United States,55.9,False
c05c0e,Canada,6.43,True
ae4e94,United States,51.66,False
a0232a,United States,194.8,False
a7c7a2,United States,198.54,False
a1b944,United States,219.58,False
aa22a7,United States,54.5,False
4baa95,Turkey,216.94,False
8963e5,United Arab Emirates,152.47,False
8963e3,United Arab Emirates,256.44,False
4baa94,Turkey,247.22,False
4baa92,Turkey,234.36,False
4baa90,Turkey,215.23,False
add2b5,United States,141.23,False
a657f4,United States,192.3,False
a44197,United States,129.13,False
4bb186,Turkey,229.59,False
acc5fb,United States,210.19,False
8963dc,United Arab Emirates,218.75,False
4bb184,Turkey,70.49,False
a226c5,United States,191.01,False
4baa8a,Turkey,117.88,False
a55a2b,United States,167.24,False
8963e7,United Arab Emirates,276.18,False
a19cc7,United States,183.32,False
4baa66,Turkey,0.0,True
a63df3,United States,6.94,True
a4417d,United States,214.02,False
c013b3,Canada,66.52,False
3465d4,Spain,231.76,False
488b06,Poland,60.21,False
8963b6,United Arab Emirates,118.45,False
ac028f,United States,52.55,False
4bb14d,Turkey,2.57,True
4baa74,Turkey,243.5,False
3c7426,Germany,101.66,False
a01c37,United States,196.27,False
8963af,United Arab Emirates,246.98,False
4baa70,Turkey,208.9,False
400772,United Kingdom,239.49,False
400771,United Kingdom,250.59,False
4bb159,Turkey,237.01,False
4baa6e,Turkey,213.88,False
a6810d,United States,235.15,False
4067f0,United Kingdom,232.89,False
4baa79,Turkey,0.0,True
a1f3c5,United States,78.98,False
896523,United Arab Emirates,257.51,False
aa97ba,United States,56.08,False
a586b0,United States,98.59,False
896522,United Arab Emirates,61.26,False
896529,United Arab Emirates,52.52,False
a89915,United States,200.26,False
4ac9e2,Sweden,246.43,False
4ac9e3,Sweden,213.73,False
896531,United Arab Emirates,250.75,False
0b4225,Guatemala,63.13,False
4ac9e7,Sweden,247.28,False
ac2813,United States,1.8,True
a466c7,United States,0.51,True
a3df4a,United States,0.0,True
a2d95e,United States,198.9,False
a609e8,United States,44.16,False
3ddd89,Germany,45.79,False
3c618b,Germany,241.04,False
896535,United Arab Emirates,233.98,False
a4c9f8,United States,223.57,False
896533,United Arab Emirates,186.71,False
a3a9ff,United States,130.24,False
4b3944,Switzerland,218.39,False
896539,United Arab Emirates,4.12,False
a1435d,United States,195.96,False
4ac9f2,Sweden,230.86,False
4ac9f3,Sweden,217.76,False
a53975,United States,119.35,False
a8116a,United States,36.44,False
4ac9f5,Sweden,221.9,False
a50c1d,United States,51.82,False
4ac9f8,Sweden,238.24,False
ac508b,United States,112.24,False
4868b9,Kingdom of the Netherlands,192.38,False
a213d6,United States,137.56,False
a51f4a,United States,270.99,False
a37c1c,United States,0.0,True
a26f86,United States,101.44,False
a083cb,United States,149.65,False
02006f,Morocco,228.04,False
c8273f,New Zealand,282.65,False
a1a63d,United States,136.45,False
781caa,China,257.99,False
4bb194,Turkey,254.57,False
4bb195,Turkey,215.94,False
47c0fd,Norway,169.81,False
020073,Morocco,220.82,False
020072,Morocco,235.72,False
a92a83,United States,129.51,False
4bb18f,Turkey,231.0,False
ab0864,United States,270.16,False
ab68dd,United States,255.38,False
4bb18a,Turkey,231.75,False
4b7fd9,Switzerland,59.6,False
c06f16,Canada,109.69,False
a1433a,United States,189.8,False
896517,United Arab Emirates,256.53,False
a26325,United States,0.0,True
02005b,Morocco,211.99,False
ab8b0b,United States,232.8,False
86eb2e,Japan,275.4,False
89650a,United Arab Emirates,247.28,False
020066,Morocco,212.63,False
8007df,India,101.41,False
4b1339,Switzerland,78.05,False
a3a9af,United States,204.02,False
a2b356,United States,84.01,False
7c5d71,Australia,169.72,False
e4970f,Brazil,94.05,False
a93d7c,United States,172.74,False
7cad42,Australia,253.15,False
3ddd3b,Germany,33.97,False
a3f91e,United States,189.89,False
a7b4ea,United States,129.64,False
e064cb,Argentina,187.77,False
a7047a,United States,53.29,False
a1ecff,United States,0.0,True
4ca95e,Ireland,228.94,False
a1ecfd,United States,272.93,False
0b4252,Guatemala,62.42,False
a01097,United States,244.03,False
8678e2,Japan,153.09,False
ac5bb0,United States,179.85,False
acbea2,United States,140.6,False
888090,Viet Nam,247.88,False
a320c1,United States,189.46,False
a9dac8,United States,277.6,False
aace63,United States,286.92,False
0b4258,Guatemala,56.22,False
0b4255,Guatemala,88.14,False
a65920,United States,69.25,False
4ac9ec,Sweden,224.64,False
4ac9ed,Sweden,215.12,False
a3df1e,United States,6.94,True
a320a2,United States,133.95,False
3f97fd,Germany,12.35,True
acc5aa,United States,197.18,False
a98ac9,United States,49.0,False
4ca935,Ireland,218.51,False
48436c,Kingdom of the Netherlands,278.44,False
a213e9,United States,87.67,False
501e45,Croatia,169.85,False
a63f02,United States,77.83,False
4ac9fa,Sweden,225.64,False
a9a750,United States,233.44,False
3d31d6,Germany,99.74,False
a81166,United States,231.34,False
ab8b56,United States,253.9,False
43c8ca,United Kingdom,78.26,False
8007ce,India,290.4,False
43c8cb,United Kingdom,56.77,False
acc5a5,United States,249.44,False
3d31cc,Germany,47.95,False
43c8cf,United Kingdom,105.19,False
a4196d,United States,109.65,False
a5b18a,United States,159.81,False
a3965c,United States,240.18,False
4ca947,Ireland,161.71,False
43c8d1,United Kingdom,98.6,False
43c8d4,United Kingdom,46.43,False
a466d2,United States,233.05,False
4d02ab,Luxembourg,129.71,False
ada9ea,United States,112.18,False
4258c3,United Kingdom,6.94,True
a08512,United States,205.55,False
abb995,United States,8.23,True
